,user_name,user_description,tweets,label,date
298976,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,readywriting yes agree ben thing isnt fully reliable hallucination currently much answer question amp help educational experience chatgpt implementation hopefully evolve academia faster,neutral,2023-01-04 18:15:01+00:00
298981,benjaminhccarrhachydermio phd,benjaminhccarrhachydermio ecology ocean scientist sci hpc noaa aaa nsfgk whoi aelosu phdbugrs ugcornellcals tweet,microsofts bing searchengine soon return result humanlike response according information tech giant incorporate openai chatgpt bing hope help company catch maybe outshine google,neutral,2023-01-04 18:11:01+00:00
299092,gavan watson phd,tweeting teaching learning nature dad avpa teaching learning memorialu pronoun hehim tweet alone,conversation today potential impact artificial intelligence chatgpt higher classroom anthonygermain listen afternoon onthegocbc sometime,positiv,2023-01-04 17:15:23+00:00
299121,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,lmhgslphd lisa great question testing chatgpt rubric creation putting tip soon powerful creating rubric different way come soon,positiv,2023-01-04 17:03:07+00:00
299342,carlotta berry phd noiresteminist,electrical engineering robotics professor noiresteminist drcarlottaberry mastodon drcaberryblacktwitterio likesretweets endorsement,quitafor projectgreybird think answer depends think chatgpt raving raging right answer compilation publically available internet learning real knowledge there blackinai blackwomeninai,positiv,2023-01-04 15:32:27+00:00
299460,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,powerful tip amp utilization chatgpt student use tutor clarify summarize help studying student shy dont want feel like bothering instructor asking clarification multiple time help address that,neutral,2023-01-04 14:48:31+00:00
299466,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,chatgpt education tip day scaffolding creator use chatgpt easily create different course scaffolding practice testsquizzes outline worksheet amp more student guided use chatgpt ask clarifying question explain topic different way,positiv,2023-01-04 14:43:40+00:00
299477,gavan watson phd,tweeting teaching learning nature dad avpa teaching learning memorialu pronoun hehim tweet alone,joining cbccrosstalk noonhour today talk chatgpt thought implication university classroom part larger hour dedicated artificial intelligence guest stephen czarnuch memorialu sean murray oipcnl,positiv,2023-01-04 14:39:59+00:00
299486,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,danmcguirempls englishoer exactly use critical thinking interacting like chatgpt human critical awareness said important,neutral,2023-01-04 14:36:36+00:00
299612,mcaulay phd,librarian postdoc researcher contract book scottish music publisher force reckoned with phd ltcl diplib fclip pgcert fhea,son told chatgpt asked research focus named century society heard ashamed searching grovemusicltd jstor jisclibraryhub googlebooks internetarchive wonder found organisation,positiv,2023-01-04 13:47:10+00:00
299641,sid phd,data science manager sofvie data science fun profit opinion own,pyodbc package python great tool working database it simple use lot helpful documentation database sql chatgpt,negativ,2023-01-04 13:35:30+00:00
299768,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,got lot chatgpt podcast thank jryoung,positiv,2023-01-04 12:34:56+00:00
299772,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,jryoung newly reached level technology change concept writing amp assessment like chatgpt greatly enhanced everyones creative amp creation power plagiarism detector circumvented little work work fight,positiv,2023-01-04 12:33:24+00:00
299842,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,love example high schooler chatgpt create passible properly formatted multiple prompt essay favorite line referencing affect teacher accountability dont margin budget ineffective teaching strategy,positiv,2023-01-04 12:00:49+00:00
299868,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,excellent insightful edsurge podcast chatgpt jeffrey young what chatgpt mean teaching share thought here,positiv,2023-01-04 11:53:59+00:00
299931,nguy phd,durhampsych research solitude regulation born trained live support open access science view own mastodon thuyvytnguyenscicommxyz,want quit love job time provide opportunity reflect academic day even permanent position heading expendable creation fixed term position online lecture chatgpt covid accelerated,neutral,2023-01-04 11:08:52+00:00
299974,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,lmhgslphd yes ive chatgpt pretty good rubric technology,neutral,2023-01-04 10:50:34+00:00
300097,alison doughty phd,building excitement innovation health pharma community follow news story education web blockchain digitalhealth metaverse,google response open chatgpt called multimediaqa specifically designed answering medical query openai chatgpt healthai,negativ,2023-01-04 09:15:00+00:00
300429,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,edwardthe appreciate hard work edward hope instructor dont jump completely forbidding use chatgpt agree plagiarism wrong need learn use tool working help instructor amp student develop needed ailiteracy,positiv,2023-01-04 04:53:32+00:00
300853,jes cerde phd sheher,medical anthropologist family physician migrant health justice raceconscious medicine author pressing onward ucpress view,for student future clinic lab bringing new treatment advanced surely stab doubledocs mdphd chatgpt,positiv,2023-01-03 23:49:49+00:00
301109,richard lanzara mph phd,scientist author interested sens receptor gpcrs work pharmacology physiology science biology biophysics chemistry research,considering phd struggling suitable phd topic best luck research science advice phd education chatgpt,positiv,2023-01-03 20:57:59+00:00
301222,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,drtonybates great write tony thank you working putting tip day implementing chatgpt education writeup great info verifying source important issue accuracy improving,neutral,2023-01-03 19:50:59+00:00
301238,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,mollylye molly else work higher education mission push instructor develop student ailiteracy love know working professional use like chatgpt amp others order job,neutral,2023-01-03 19:42:00+00:00
301248,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,langadedevesh yes devesh powerful tool focusing lot twitter post lately instructor use chatgpt enhance instruction education general look forward postsopinions student help learning,positiv,2023-01-03 19:34:57+00:00
301269,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,cranfordmatter great webinar subject chatgpt little week ago lot great discussion this let know end having webinar well lot anglesissues dealing chatgpt specifically edu,neutral,2023-01-03 19:26:20+00:00
301758,hosein hashemi phd,senior machine learning engineer talk data coding cryptocurrency wild idea futuristic,long ago openai released dalle text image recently got finish chatgpt breakthrough now surprising community pointe turn text prompt image point cloud,positiv,2023-01-03 15:24:31+00:00
301810,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,chatgpt education tip day feedback provider chatgpt provide great feedback student amp instructor student guided use chatgpt feedback instructor use initial student work feedback instructional content,negativ,2023-01-03 15:06:33+00:00
301916,ortis yankey phd,geospatial data analyst research fellow worldpopproject university southampton forever young,chatgpt real gem going change alot thing especially academia chatgpt,negativ,2023-01-03 14:15:30+00:00
301982,sid phd,data science manager sofvie data science fun profit opinion own,loving pymc package python bayesian modeling statistical inference it intuitive easy use documentation topnotch statistic machinelearning chatgpt,neutral,2023-01-03 13:35:30+00:00
301996,phdgenie,phdgenie support academic early career researcher established scholar operated idorosenzweig phdgenie,asking chatgpt write literature review,negativ,2023-01-03 13:27:00+00:00
302138,jakub vka phd,assistant research professor uscprice schaeffercenter economics aging privacy innovation national security bruckner mahler fan,chatgpt future healthcare like weve seen treatment swift accurate disease plague robot lend helping hand need surgery painless well recover feeling brand new,positiv,2023-01-03 11:39:50+00:00
302290,berci mesk phd,director medical futurist institute science fiction fanatic health tracker mission bring future technology healthcare digitalhealth,google respond open chatgpt widespread success launched multimedqa specifically answering medical query chatbot publicly available yet paper development,negativ,2023-01-03 09:15:11+00:00
302475,jimmy young phd msw mpa,associate director csusm faculty center founder treasurer husitaorg futurist swfutureslab newmedialiteracies swtech,having student use chatgpt assignment analyzing output etc helping student better understand use way professor won understandcheating hottakes,neutral,2023-01-03 05:23:31+00:00
302820,tom gfy phd,probably answer reply wfh lonely not thirsttrap twitterbot kind way cranky yorkshireman don tbeadickheadaboutitarian,chatgpt know whats brandsanderson,negativ,2023-01-02 23:08:30+00:00
303204,tiffany peltier phd,mama lead learning delivery specialist literacy nwea research rdng dyslexia conceptual change taught prek tamu view own,ummm wow teacher level genius way use chatgpt,positiv,2023-01-02 18:01:42+00:00
303261,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,torreytrust jvnanu englishoer true digital literacy important search engine logged public computer public wifi vpn chatgpt allow deletion data deletion process here,positiv,2023-01-02 17:16:51+00:00
303265,gregory makrismdphdfrcr,director global clinical leadvascular thrombosis bayer consultant vascular interventional radiologist gsttnhs honpchair etfirtrainees irglobal,tried chatgpt openai interesting responds common medical questionlooks balanced example ensure black box bot don misinform especially come medical information interesting,negativ,2023-01-02 17:14:15+00:00
303277,amanda kavner phd drkavnereth lens,phd cognitive neuroscience futurist suny professor international speaker educational consultantadvisor web speaker,article google lamda chatgpt battle aidriven language model agi,negativ,2023-01-02 17:05:12+00:00
303372,julius wesche phd scicomm energy,energy transition researcher ntnu scicomm consulting scicomxmedia scicomm podcast,chatgpt change create content type user who use loose attention who use uncritically fool themselves who use critically gain visibility scicomm wisskomm academicchatter,positiv,2023-01-02 16:07:19+00:00
303396,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,chatgpt us education tip day reflect amp improve pose important class topic question chatgpt class student individually group response word track change enhance response correct own,negativ,2023-01-02 15:46:08+00:00
303492,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,meme chatgpt yes sure avoid circular logic use tool enhance education avoid,negativ,2023-01-02 14:35:48+00:00
303564,sid phd,data science manager sofvie data science fun profit opinion own,pyserial package python musthave working serial communication it reliable welldocumented make super easy interface hardware iot electronics chatgpt,positiv,2023-01-02 13:34:30+00:00
303632,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,sarahesilverman appreciate concern key aspect develop literacy realize tool like chatgpt exist student need know allowed isnt think why use save time need learn properly incorporate,positiv,2023-01-02 12:53:02+00:00
303781,cherry phd wear mask please,learns work life repeat edtech enthusiast eltindia common man daddy view personal rts endorsement,olicav chatgpt help understand this please,negativ,2023-01-02 10:42:15+00:00
303783,cherry phd wear mask please,learns work life repeat edtech enthusiast eltindia common man daddy view personal rts endorsement,chatgpt fails human win cmplearns,negativ,2023-01-02 10:38:36+00:00
303973,deeksha sharma phd,phd work cornelluniversity time tedx speaker advocate mentalhealth booksartmusicscubadance building game behavior dev,newyear hold age astounding glimpse power allure chatgpt midjourneyai lensaai prismaai more new chapter awaits humanhistory intelligence evolution humanspecies survivalofthefastest survivalofthefittest,positiv,2023-01-02 06:38:34+00:00
303975,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,englishoer risangbaskara peterdiamandis thank anna try express chatgpt developing amp matter what use critical thinking agree shouldnt paint rosy instructor need think best use literacy amp discernment necessary,positiv,2023-01-02 06:33:20+00:00
304052,ryan louie phd,psychiatrist wapermanente patientcare psybersecurity wawx wastatepks previous uhpsych statedept stanfordmed fulbrightprgrm view,here reply openai chatgpt,negativ,2023-01-02 04:58:52+00:00
304111,jarryd willis phd,san diego professor social psychologist advisor ucsds mixed student union activeminds creator uta dreamer org catholic feminist intj,chatgpt multiracial culture,negativ,2023-01-02 03:27:29+00:00
304236,shantha mohan phd dtm,software engg leader mentor leadership lesson beatles share leadership insight story woman engineer,brilliant paper ethan mollick lilach mollick use chatgpt education new mode learning enabled chatbots method assignment,positiv,2023-01-02 00:04:14+00:00
304345,cody phd,mdphd student uchipritzker genomics mrna modification disease mechanism harvard puremichigan native interested,fresh ageold argument notquite chatgpt,negativ,2023-01-01 22:52:19+00:00
304365,ryan louie phd,psychiatrist wapermanente patientcare psybersecurity wawx wastatepks previous uhpsych statedept stanfordmed fulbrightprgrm view,whats biggest thing cybersecurity chatgpt openai,neutral,2023-01-01 22:32:52+00:00
304793,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,chatgpt us education tip day max personalization allow chatgpt assignment require additional component highly personal student incorporates local info info presented class complete overall assignment help ensures student input,positiv,2023-01-01 15:59:26+00:00
304908,thetriggeredstripper phd fuckoff,ant come royalty,chatgpt created openai new gps gps able friend house distant relative house peculiar watering hole swam assistance use able wanted heart,negativ,2023-01-01 13:43:52+00:00
304911,sid phd,data science manager sofvie data science fun profit opinion own,beautifulsoup package python game changer web scraping it easy use saved time project webdevelopment scraping chatgpt,negativ,2023-01-01 13:33:30+00:00
304929,luka negoita phd,ecologist data scientist teacher course rstats ecologist hehim tweet,ecology related though love come with figured connect chatgpt new video new year rstats chatgpt openai api datascience rstudio happynewyear,positiv,2023-01-01 12:57:33+00:00
304977,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,oskarioinonen good point oskari system like chatgpt sort nefarious reason just like tool agree aware possibility especially idea affecting viewsopinions slowly unnoticeable careverification needed,neutral,2023-01-01 11:40:48+00:00
304987,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,risangbaskara peterdiamandis risang yes share working multiple resource help academia improve ailiteracy especially chatgpt checking twitter coming day,negativ,2023-01-01 11:33:18+00:00
305051,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,drlancaster perplexityai great post thomas thank you look awesome love providing source chatgpt tip iceberg company competing provide service space,positiv,2023-01-01 09:00:17+00:00
305096,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,peterdiamandis yes especially true education need enhance ailiteracy amp realize new reality onesheet help educator learn use chatgpt lifelong learns continue develop,positiv,2023-01-01 07:44:58+00:00
305100,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,interesting chatgpt article dealing european union act regulation artificial intelligence developing moving closer law,positiv,2023-01-01 07:39:11+00:00
305130,ryan louie phd,psychiatrist wapermanente patientcare psybersecurity wawx wastatepks previous uhpsych statedept stanfordmed fulbrightprgrm view,whats best way achieve newyearsresolutions chatgpt openai,positiv,2023-01-01 06:40:33+00:00
305614,julius wesche phd scicomm energy,energy transition researcher ntnu scicomm consulting scicomxmedia scicomm podcast,use chatgpt future content creation everyone scicomm wisskomm chatgpt,positiv,2022-12-31 17:23:04+00:00
305657,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,anthonycclemons great hope info added stick openai hasnt fully described chatgpt improves stated look prompt amp incorporate feedback making better chatgpt directly remember inputted word,positiv,2022-12-31 16:51:33+00:00
305671,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,donaldclark anthonycclemons difference accessible easy common english free format hallucination term referenced specifically chatgpt new time npr fortune scientific american,neutral,2022-12-31 16:38:17+00:00
305678,bryce murray phd,scientist story,true power chatgpt language model relies prompt provide provide meaningful input extract insight hold xai gpt,negativ,2022-12-31 16:29:52+00:00
305688,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,donaldclark anthonycclemons anthropomorphism inanimate object common thing human different cant helped amp eventually achieve sort sentient level hallucination common new way refer issue chatgpt,positiv,2022-12-31 16:16:18+00:00
305787,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,anthonycclemons chatgpt definitely help educator access information amp help research way currently issue possible hallucination amp giving info correct source critical thinking needed checkedverified,positiv,2022-12-31 14:53:06+00:00
305791,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,chatgpt education tip day inclass process student writing process class ensure direct engagement brainstormmindmap amp outline along why direct workthinking essay writing class with possible use chatgpt,positiv,2022-12-31 14:42:29+00:00
305849,sid phd,data science manager sofvie data science fun profit opinion own,loving plotly package python creating interactive plot chart visualization look beautiful it super userfriendly dataviz visualization chatgpt,negativ,2022-12-31 13:33:30+00:00
305921,degenmiami phd eth sol,web founder crypto addict yale phd investor bcg wasnt degenerated this tweet nfa dyor dont dont care,gave chatgpt simple prompt note happy new year lot success lot health,positiv,2022-12-31 12:10:22+00:00
305992,basharat darphd,food technologist technical expert member jemra who faofood human right sgds food waste sustainabilityacademic tip fresher,future twitter chatgpt say chatgpt potential acquisition,positiv,2022-12-31 10:43:51+00:00
306042,security researcher,founder britneyventures mescalinsemi linguist hacker linux kernel researcher lyra gitnft lyraswap serverless sysadmin,scrumtuous think rust potential prerelease python realistically icedcoffeescript syntax version typescript dropping punctuation text though english openai chatgpt make codeable,neutral,2022-12-31 09:44:06+00:00
306087,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,chuckbaggett mrmcgarrah openai yes chuck great point amp grey area talking ethical consideration chatgpt actually future interesting amp need ethical discussion,positiv,2022-12-31 08:35:38+00:00
306090,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,bryanalexander think pretty good milestone example great futurist power recently wrote article sidlit day cite research article chatgpt gpt directly,positiv,2022-12-31 08:31:44+00:00
306195,toxic behaviorist phd specialist professional,toxic specialist digital warrior professional lifeliver feminist hater soyboy killer importantly big guy gym connoisseur handsomebrilliant,need google there chatgpt fuck googling,neutral,2022-12-31 06:05:31+00:00
306216,cherry phd wear mask please,learns work life repeat edtech enthusiast eltindia common man daddy view personal rts endorsement,today super idea eltindia chatgpt cmplearns,positiv,2022-12-31 05:44:35+00:00
306274,security researcher,founder britneyventures mescalinsemi linguist hacker linux kernel researcher lyra gitnft lyraswap serverless sysadmin,intuitive cryptocurrencies contribute largely global inflation looking scientific evidence support claim chatgpt wasnt useful expected,negativ,2022-12-31 04:42:06+00:00
306729,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,thevogelman excellent brett excited student embrace ability openly use like chatgpt school sure share experience good luck,positiv,2022-12-30 20:27:30+00:00
306815,nathan dufour oglesby phd,poet producer professor song video writing philosophy mental health ecology nateandhila,challenged chatgpt rap battle,negativ,2022-12-30 19:12:34+00:00
306889,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,writing essay article book etc believe chatgpt cited like source authorinfo website simply viewed creation tool like word grammarly feel free add reason answering poll,positiv,2022-12-30 18:09:34+00:00
307222,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,chatgpt education tip day incorporation usual assignment allow chatgpt use student submit prompt used original chatgpt output amp word track change doc showing added depth clarified misinformation alternative perspective amp improvement,neutral,2022-12-30 14:33:45+00:00
307290,sid phd,data science manager sofvie data science fun profit opinion own,numpy package python musthave scientific computing project it fast efficient super versatile computation science chatgpt,neutral,2022-12-30 13:32:00+00:00
307430,wole opeoluwa phd,utilitarian think solution area science sustainable development economics,new normal week chatgpt experience shocking helped algorithm referencing amp collation distributed information iteration chatbot november world changed chatgpt,neutral,2022-12-30 11:16:13+00:00
307967,bob leithiser phd,view mine employer it science cant question enterprise architect data infra cyber weightlifter christian married year,braziliangirl jonbingnj pmcculloughmd chatgpt openai site tell article peter hotez written tell mccullough written try asking question vaccine safety election fraud fbi censorship etc,positiv,2022-12-30 01:44:03+00:00
307970,bob leithiser phd,view mine employer it science cant question enterprise architect data infra cyber weightlifter christian married year,openai implementation chatgpt leftist biased provaccine proglobalist omitting unfavorable info leftist talking point show different standard rightist view example dozen coming elonmusk mattwallace thesphynxnft tarabull,positiv,2022-12-30 01:39:32+00:00
308277,bryce murray phd,building practical help decisionmakers,ranjitbhinge mallapur salesforce working documentation chatgpt setup pseudo code needed chatgpt write snippet needed python answered question improved building,negativ,2022-12-29 20:51:15+00:00
308441,medlir mema phd,cohost onairpodcast age tweet balkan,openais chatgpt davidbowies verbasizer metas cicero common youd think latest onairpodcast discussion,neutral,2022-12-29 19:01:28+00:00
308501,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,theholisticpsyc great list soft skill power skill extremely important thing add ailiteracy knowing properly work tool like chatgpt musthave skill regardless one chosen field study,positiv,2022-12-29 18:21:16+00:00
308527,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,goranamisic yes active handson learning key chatgpt important rid lecture focus active experiential learning lecture showing asking lot equal understanding greater retention,neutral,2022-12-29 18:03:06+00:00
308575,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,lmhgslphd asking chatgpt certain source gave factual reason asked personally source couldnt answer asked personal reason student choosing specific source gave somewhat generalised answer personalization key,neutral,2022-12-29 17:22:37+00:00
308601,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,lmhgslphd rhpeel yes important chatgpt ethic question academia need having holiday break making video lecturer dealing ethic going talking university president this,neutral,2022-12-29 17:08:01+00:00
308825,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,chatgpt us education tip day prompt skill development competition student create question dealing class topic amp pose question chatgpt class us predefined criterion evaluate response help develop topic critical thinking,positiv,2022-12-29 14:27:06+00:00
308911,sid phd,data science manager sofvie data science fun profit opinion own,youre machinelearning definitely check scikitlearn package python ton useful tool super easy use data chatgpt,neutral,2022-12-29 13:32:00+00:00
308919,biopharmtweets phd,immunologist phd conflict sousfifre french favor true vaccine mrna,bye google happy chatgpt,negativ,2022-12-29 13:30:27+00:00
308935,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,steelethoughts great tip danny thing add lifelong learning include ailiteracy chatgpt,negativ,2022-12-29 13:12:58+00:00
309101,akshika wijesundara phd,research associate mldl kingscollegelon founder chairperson goasksef previous wso google sutdsg idcmit openmrs,recording talk chatgpt transformer explore concept attention depth healthcare nlp chatgpt instructgpt,negativ,2022-12-29 10:57:34+00:00
309145,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,samanthapostman nice way putting clever way expressing need everyone including phd holder leader teachersprofessors maintain lifelong learning mindset new reality develop chatgpt critical,positiv,2022-12-29 10:21:15+00:00
309224,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,elonmusk peterdiamandis great point real danger chatgpt need ensure remains human element critical thinking saving time cost properly knowing going able properly address important issue,negativ,2022-12-29 08:43:07+00:00
309250,ferial khaddage phd,associate prof researcher innovative technology application education studied phd science deakin university melbourne australia,chatgpt threat current structured education system opportunity formal assessment amp structured content changed education going disaster chatgpt formallearning formalassessment oldschool outdatedsystem innovateeducation edtech,negativ,2022-12-29 08:21:23+00:00
309301,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,develop understanding approach chatgpt integration education incorporate key aspect critical thinking ethical consideration method language model useddata source amp prompt skill development,negativ,2022-12-29 07:19:22+00:00
309431,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,jenmercieca hear you amp chatgpt getting better amp better think need incorporate use classroom new reality agree need basic skill mastery ailiteracy needed skill hope help,positiv,2022-12-29 05:16:45+00:00
309435,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,lmhgslphd jenmercieca great tweet hermsen develop understanding approach chatgpt integration education incorporate key aspect critical thinking ethical consideration method language model useddata source amp prompt skill development,neutral,2022-12-29 05:09:23+00:00
309460,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,aibreakfast agreed extremely important ethical discussionsdebates like chatgpt critical thinking us benefit consequence needed,positiv,2022-12-29 04:37:11+00:00
309465,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,millieh yes agree stay student using awhile now huge popularity chatgpt need understand incorpirate ailiteracy page guide help instructor,negativ,2022-12-29 04:33:22+00:00
309494,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,danmartin excellent idea dan source idea come lot merit working like chatgpt well thank you,positiv,2022-12-29 03:57:19+00:00
309700,agingdoc phd,see pinned faq gerosciencebiogerontology longevity aging research nutrition exercise healthspan lifespan rapamycin autophagyno medical advice,rapamycin context pascal wager generative pretrained transformer perspective openai chatgpt amp biogerontology oncosciencejrnl chatgpt,neutral,2022-12-28 23:35:27+00:00
309790,oleksandr krakovetskyi phd,ceo devrain forbes technology council microsoft rdmvpmct,published playing chatgpt learning azure advantage disadantages microsoftteams mustread book more devrain,positiv,2022-12-28 22:10:33+00:00
310042,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,avocado hear emily amp think chatgpt amazing trying instructor good teacher giving info motivating relationship building modeling critical thinking amp soft skill development,positiv,2022-12-28 18:25:39+00:00
310187,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,dianagraber becyberwise good point pro con dealing student chatgpt icant wait try real test classroom,neutral,2022-12-28 16:51:16+00:00
310193,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,anthonycclemons great point anthony totally chatgpt properly help studentcentered instruction empower student selfdirection personalize instruction wscaffolding assignment component,neutral,2022-12-28 16:47:57+00:00
310342,pindiamusings phd,universal view respect ppl sri krishna devotee yale ohio state university nit india usa meet good friend good conversation,chatgpt going hot sizzling,neutral,2022-12-28 14:58:05+00:00
310473,sid phd,data science manager sofvie data science fun profit opinion own,panda package python completely transformed data analysis workflow datascience coding chatgpt,neutral,2022-12-28 13:31:00+00:00
310860,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,chatgpt us education tip day use chatgpt essayassignment creation checker assignment easily completed chatgpt maybe complex requiring personalization process order challenge student more,neutral,2022-12-28 08:07:09+00:00
310911,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,openaicommunity agreed important ask long question chatgpt lead confusion thing interpreted multiple way properly thinking question question needed skill tie directly good ailiteracy,neutral,2022-12-28 07:20:31+00:00
311103,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,tegnered tunguz great chatgpt question think asking asked misinterpreted additional info provided break long question smaller question think help,positiv,2022-12-28 04:03:47+00:00
311137,raj chohan phd,vagina rider aka fanboi friend authentic people,lexfridman hope youre working smarter harder chatgpt,negativ,2022-12-28 03:12:01+00:00
311143,darin eich phd,innovation author speaker design thinking facilitator leadership program developer founder,check article design thinking example use artificial intelligence tool innovate read designthinking ideation chatgpt,neutral,2022-12-28 03:05:43+00:00
311478,bryce murray phd,building practical help decisionmakers,far chatgpt living hype ill power user soon enough chatgpt,positiv,2022-12-27 21:45:40+00:00
311846,win cowger phd,environmental data scientist mooreplasticres plasticpollution opendata opensource advocate developer openspecy theplastiverse blm hehim,interesting application chatgpt generate vector image monkey isnt good sure kind logic useful some,neutral,2022-12-27 17:28:04+00:00
312025,emre sezgin phd,principal investigator nationwidekids assistant professor ohiostatemed digitalhealth remotecare pghd voicefirst digitalequity healthinformatics,generative tool fun family activity daughter created storybook formula kid imagination chatgpt amp dalle parent supervision amp engagement personalized storybook chatgpt dalle storybook,negativ,2022-12-27 15:32:46+00:00
312138,david rosowsky phd,vice president research kansa state university builder storyteller chief optimism officer landgrant university champion tweet,let chatgpt suggest dinner recipe week shopping list cook pretty impressed far newworldorder,positiv,2022-12-27 14:01:54+00:00
312531,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,easytutoriels interesting thing think chatgpt article thank insight,neutral,2022-12-27 08:42:55+00:00
312604,susan nasif oadorisio phdcarpacciodiscienza,virologist phd scicomics artist virology vaccine comic heritage studied exlabneytsvirology vanranstmarckuleuven,ego pride too robot dont offensive chatgpt,neutral,2022-12-27 07:27:17+00:00
312657,biopharmtweets phd,immunologist phd conflict sousfifre french favor true vaccine mrna,think long covid doesnt exist think chronic sinusitis pathology easily detected doctor indoctrination blame google wipe large mass misinformation thank chatgpt,neutral,2022-12-27 06:30:41+00:00
312705,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,petergyang interesting new version upgrade chatgpt come yet believe programmer continually making update feedback user asked chatgpt question minor edit second half got back,positiv,2022-12-27 05:26:11+00:00
312712,vishnu pendyala phd,bookauthor theofficialacm distinguished speaker datascience machinelearning faculty sjsu phd mba scualumni stanford osmania cisco ieeeorg,chatgpt breakthrough openai catch attention pointe deeplearning experiment generating image text detailed book chapter artificialintelligence machinelearning,positiv,2022-12-27 05:17:27+00:00
312715,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,tunguz bring excellent point bojan true power lie ability user properly use tool effective prompt promptengineer chatgpt better understand check result slightly modifying prompt given,neutral,2022-12-27 05:14:59+00:00
312728,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,andresvilarino openai great list creativefun way use chatgpt created list way use chatgpt education,positiv,2022-12-27 04:59:27+00:00
312735,ryan louie phd,psychiatrist wapermanente patientcare psybersecurity wawx wastatepks previous uhpsych statedept stanfordmed fulbrightprgrm view,tell doctor thing cybersecurity them openai chatgpt,neutral,2022-12-27 04:45:34+00:00
312777,tosin olateju phd,aspiring solution broker world big problemspoverty hunger organisational psychologist digital product managergame publisherdadviews,cnni cnnopinion future mutual learning human need ai enable work smarter need contextual information human provide smarter future workplace productivity brighter chatgpt,neutral,2022-12-27 04:01:08+00:00
312783,cody phd,mdphd student uchipritzker genomics mrna modification disease mechanism harvard puremichigan native interested,fresh ageold argument notquite chatgpt,negativ,2022-12-27 03:50:40+00:00
312820,darin eich phd,innovation author speaker design thinking facilitator leadership program developer founder,prototyping testing prototyping testing key tool design thinking process read article learn important learn design thinking chatgpt open desingthinking chatgpt openai,positiv,2022-12-27 03:06:34+00:00
