,0
13927,approval
13928,annoyance
13929,neutral
13930,neutral
13931,confusion
13932,neutral
13933,caring
13934,neutral
13935,neutral
13936,neutral
13937,neutral
13938,amusement
13939,caring
13940,neutral
13941,confusion
13942,fear
13943,neutral
13944,neutral
13945,realization
13946,fear
13947,neutral
13948,neutral
13949,admiration
13950,neutral
13951,neutral
13952,joy
13953,realization
13954,realization
13955,curiosity
13956,neutral
13957,neutral
13958,excitement
13959,neutral
13960,neutral
13961,realization
13962,neutral
13963,admiration
13964,approval
13965,neutral
13966,neutral
13967,approval
13968,desire
13969,neutral
13970,admiration
13971,neutral
13972,confusion
13973,neutral
13974,neutral
13975,curiosity
13976,caring
13977,approval
13978,approval
13979,neutral
13980,neutral
13981,curiosity
13982,neutral
13983,neutral
13984,excitement
13985,neutral
13986,neutral
13987,curiosity
13988,realization
13989,desire
13990,neutral
13991,neutral
13992,disappointment
13993,joy
13994,surprise
13995,joy
13996,realization
13997,neutral
13998,approval
13999,neutral
14000,amusement
14001,admiration
14002,annoyance
14003,approval
14004,neutral
14005,neutral
14006,approval
14007,approval
14008,confusion
14009,realization
14010,neutral
14011,approval
14012,curiosity
14013,excitement
14014,optimism
14015,neutral
14016,neutral
14017,approval
14018,annoyance
14019,curiosity
14020,curiosity
14021,neutral
14022,neutral
14023,caring
14024,realization
14025,admiration
14026,caring
14027,realization
14028,neutral
14029,amusement
14030,neutral
14031,curiosity
14032,excitement
14033,neutral
14034,neutral
14035,neutral
14036,curiosity
14037,curiosity
14038,neutral
14039,neutral
14040,excitement
14041,admiration
14042,neutral
14043,neutral
14044,optimism
14045,approval
14046,caring
14047,confusion
14048,admiration
14049,approval
14050,curiosity
14051,neutral
14052,neutral
14053,neutral
14054,neutral
14055,neutral
14056,neutral
14057,neutral
14058,joy
14059,desire
14060,admiration
14061,joy
14062,joy
14063,confusion
14064,admiration
14065,realization
14066,realization
14067,neutral
14068,neutral
14069,excitement
14070,admiration
14071,neutral
14072,confusion
14073,admiration
14074,neutral
14075,realization
14076,desire
14077,neutral
14078,neutral
14079,curiosity
14080,neutral
14081,neutral
14082,caring
14083,neutral
14084,optimism
14085,disapproval
14086,neutral
14087,curiosity
14088,realization
14089,admiration
14090,realization
14091,neutral
14092,curiosity
14093,caring
14094,neutral
14095,realization
14096,caring
14097,realization
14098,neutral
14099,approval
14100,approval
14101,neutral
14102,approval
14103,gratitude
14104,neutral
14105,neutral
14106,neutral
14107,neutral
14108,curiosity
14109,neutral
14110,admiration
14111,neutral
14112,neutral
14113,neutral
14114,neutral
14115,admiration
14116,neutral
14117,neutral
14118,neutral
14119,admiration
14120,neutral
14121,neutral
14122,admiration
14123,neutral
14124,excitement
14125,realization
14126,curiosity
14127,neutral
14128,curiosity
14129,optimism
14130,caring
14131,neutral
14132,joy
14133,neutral
14134,approval
14135,admiration
14136,neutral
14137,neutral
14138,neutral
14139,neutral
14140,realization
14141,admiration
14142,realization
14143,neutral
14144,confusion
14145,neutral
14146,realization
14147,curiosity
14148,curiosity
14149,admiration
14150,realization
14151,confusion
14152,neutral
14153,neutral
14154,neutral
14155,approval
14156,caring
14157,caring
14158,realization
14159,admiration
14160,neutral
14161,optimism
14162,neutral
14163,neutral
14164,neutral
14165,neutral
14166,neutral
14167,gratitude
14168,neutral
14169,admiration
14170,neutral
14171,admiration
14172,excitement
14173,neutral
14174,neutral
14175,approval
14176,realization
14177,disapproval
14178,neutral
14179,approval
14180,neutral
14181,neutral
14182,disapproval
14183,excitement
14184,approval
14185,neutral
14186,neutral
14187,neutral
14188,approval
14189,neutral
14190,approval
14191,approval
14192,neutral
14193,neutral
14194,gratitude
14195,joy
14196,neutral
14197,neutral
14198,curiosity
14199,curiosity
14200,neutral
14201,neutral
14202,excitement
14203,realization
14204,neutral
14205,neutral
14206,neutral
14207,admiration
14208,neutral
14209,neutral
14210,neutral
14211,curiosity
14212,realization
14213,neutral
14214,neutral
14215,approval
14216,admiration
14217,neutral
14218,curiosity
14219,confusion
14220,admiration
14221,neutral
14222,approval
14223,joy
14224,neutral
14225,realization
14226,neutral
14227,realization
14228,approval
14229,neutral
14230,neutral
14231,optimism
14232,confusion
14233,neutral
14234,neutral
14235,neutral
14236,neutral
14237,neutral
14238,neutral
14239,neutral
14240,admiration
14241,realization
14242,admiration
14243,surprise
14244,neutral
14245,excitement
14246,realization
14247,approval
14248,approval
14249,neutral
14250,realization
14251,neutral
14252,caring
14253,approval
14254,admiration
14255,approval
14256,confusion
14257,curiosity
14258,admiration
14259,realization
14260,admiration
14261,neutral
14262,neutral
14263,neutral
14264,excitement
14265,neutral
14266,neutral
14267,neutral
14268,neutral
14269,approval
14270,confusion
14271,admiration
14272,neutral
14273,desire
14274,approval
14275,neutral
14276,excitement
14277,neutral
14278,approval
14279,admiration
14280,neutral
14281,neutral
14282,excitement
14283,approval
14284,joy
14285,admiration
14286,neutral
14287,realization
14288,approval
14289,curiosity
14290,curiosity
14291,remorse
14292,approval
14293,curiosity
14294,neutral
14295,neutral
14296,neutral
14297,curiosity
14298,approval
14299,neutral
14300,realization
14301,neutral
14302,neutral
14303,approval
14304,approval
14305,admiration
14306,neutral
14307,neutral
14308,disapproval
14309,neutral
14310,admiration
14311,curiosity
14312,neutral
14313,gratitude
14314,neutral
14315,neutral
14316,surprise
14317,curiosity
14318,curiosity
14319,caring
14320,neutral
14321,neutral
14322,approval
14323,neutral
14324,neutral
14325,neutral
14326,neutral
14327,neutral
14328,neutral
14329,neutral
14330,neutral
14331,neutral
14332,neutral
14333,neutral
14334,admiration
14335,admiration
14336,neutral
14337,neutral
14338,joy
14339,curiosity
14340,realization
14341,neutral
14342,approval
14343,neutral
14344,admiration
14345,admiration
14346,neutral
14347,neutral
14348,neutral
14349,desire
14350,approval
14351,neutral
14352,approval
14353,neutral
14354,realization
14355,admiration
14356,curiosity
14357,neutral
14358,optimism
14359,confusion
14360,neutral
14361,curiosity
14362,neutral
14363,neutral
14364,neutral
14365,curiosity
14366,curiosity
14367,approval
14368,curiosity
14369,optimism
14370,neutral
14371,neutral
14372,curiosity
14373,admiration
14374,approval
14375,neutral
14376,neutral
14377,desire
14378,pride
14379,curiosity
14380,neutral
14381,approval
14382,fear
14383,curiosity
14384,neutral
14385,curiosity
14386,curiosity
14387,neutral
14388,annoyance
14389,approval
14390,approval
14391,approval
14392,joy
14393,curiosity
14394,admiration
14395,realization
14396,sadness
14397,admiration
14398,love
14399,neutral
14400,neutral
14401,neutral
14402,admiration
14403,confusion
14404,desire
14405,neutral
14406,admiration
14407,disappointment
14408,disapproval
14409,joy
14410,annoyance
14411,neutral
14412,gratitude
14413,admiration
14414,curiosity
14415,neutral
14416,neutral
14417,neutral
14418,neutral
14419,approval
14420,neutral
14421,gratitude
14422,realization
14423,curiosity
14424,neutral
14425,admiration
14426,neutral
14427,neutral
14428,admiration
14429,caring
14430,neutral
14431,neutral
14432,curiosity
14433,realization
14434,neutral
14435,neutral
14436,admiration
14437,confusion
14438,approval
14439,neutral
14440,neutral
14441,admiration
14442,admiration
14443,admiration
14444,neutral
14445,admiration
14446,neutral
14447,neutral
14448,surprise
14449,caring
14450,curiosity
14451,curiosity
14452,admiration
14453,optimism
14454,neutral
14455,realization
14456,admiration
14457,admiration
14458,excitement
14459,curiosity
14460,neutral
14461,neutral
14462,neutral
14463,approval
14464,desire
14465,realization
14466,neutral
14467,neutral
14468,neutral
14469,amusement
14470,curiosity
14471,neutral
14472,confusion
14473,excitement
14474,neutral
14475,anger
14476,approval
14477,curiosity
14478,neutral
14479,neutral
14480,realization
14481,admiration
14482,surprise
14483,confusion
14484,neutral
14485,approval
14486,admiration
14487,curiosity
14488,neutral
14489,realization
14490,neutral
14491,neutral
14492,optimism
14493,anger
14494,disapproval
14495,approval
14496,admiration
14497,neutral
14498,neutral
14499,curiosity
14500,admiration
14501,neutral
14502,neutral
14503,annoyance
14504,curiosity
14505,curiosity
14506,neutral
14507,optimism
14508,neutral
14509,approval
14510,neutral
14511,approval
14512,confusion
14513,neutral
14514,neutral
14515,neutral
14516,amusement
14517,neutral
14518,neutral
14519,curiosity
14520,curiosity
14521,confusion
14522,curiosity
14523,neutral
14524,approval
14525,neutral
14526,disapproval
14527,admiration
14528,caring
14529,neutral
14530,neutral
14531,neutral
14532,neutral
14533,neutral
14534,admiration
14535,gratitude
14536,approval
14537,remorse
14538,admiration
14539,neutral
14540,approval
14541,neutral
14542,approval
14543,neutral
14544,annoyance
14545,admiration
14546,neutral
14547,curiosity
14548,disapproval
14549,disapproval
14550,neutral
14551,neutral
14552,neutral
14553,neutral
14554,caring
14555,neutral
14556,curiosity
14557,curiosity
14558,approval
14559,love
14560,neutral
14561,realization
14562,neutral
14563,surprise
14564,realization
14565,neutral
14566,joy
14567,neutral
14568,curiosity
14569,realization
14570,curiosity
14571,realization
14572,nervousness
14573,curiosity
14574,disapproval
14575,caring
14576,neutral
14577,approval
14578,neutral
14579,approval
14580,admiration
14581,curiosity
14582,neutral
14583,neutral
14584,admiration
14585,excitement
14586,neutral
14587,admiration
14588,realization
14589,neutral
14590,neutral
14591,disappointment
14592,approval
14593,curiosity
14594,realization
14595,neutral
14596,annoyance
14597,admiration
14598,curiosity
14599,gratitude
14600,approval
14601,neutral
14602,neutral
14603,neutral
14604,curiosity
14605,neutral
14606,approval
14607,fear
14608,neutral
14609,neutral
14610,curiosity
14611,neutral
14612,admiration
14613,neutral
14614,realization
14615,neutral
14616,curiosity
14617,curiosity
14618,curiosity
14619,disgust
14620,realization
14621,admiration
14622,approval
14623,confusion
14624,neutral
14625,gratitude
14626,approval
14627,realization
14628,neutral
14629,admiration
14630,amusement
14631,curiosity
14632,neutral
14633,neutral
14634,caring
14635,love
14636,neutral
14637,neutral
14638,admiration
14639,neutral
14640,surprise
14641,neutral
14642,curiosity
14643,approval
14644,neutral
14645,curiosity
14646,approval
14647,disappointment
14648,neutral
14649,neutral
14650,neutral
14651,approval
14652,neutral
14653,gratitude
14654,approval
14655,approval
14656,approval
14657,curiosity
14658,neutral
14659,neutral
14660,neutral
14661,neutral
14662,realization
14663,neutral
14664,neutral
14665,caring
14666,neutral
14667,neutral
14668,amusement
14669,surprise
14670,disapproval
14671,gratitude
14672,neutral
14673,neutral
14674,neutral
14675,neutral
14676,neutral
14677,admiration
14678,approval
14679,amusement
14680,neutral
14681,curiosity
14682,admiration
14683,neutral
14684,approval
14685,curiosity
14686,realization
14687,disapproval
14688,neutral
14689,disapproval
14690,neutral
14691,excitement
14692,pride
14693,neutral
14694,neutral
14695,neutral
14696,admiration
14697,disapproval
14698,surprise
14699,neutral
14700,disappointment
14701,neutral
14702,approval
14703,neutral
14704,admiration
14705,neutral
14706,neutral
14707,approval
14708,neutral
14709,neutral
14710,approval
14711,admiration
14712,admiration
14713,curiosity
14714,neutral
14715,fear
14716,neutral
14717,neutral
14718,neutral
14719,amusement
14720,curiosity
14721,approval
14722,neutral
14723,neutral
14724,neutral
14725,optimism
14726,surprise
14727,neutral
14728,disapproval
14729,neutral
14730,amusement
14731,admiration
14732,caring
14733,realization
14734,neutral
14735,neutral
14736,joy
14737,neutral
14738,disapproval
14739,confusion
14740,realization
14741,fear
14742,joy
14743,neutral
14744,caring
14745,neutral
14746,neutral
14747,curiosity
14748,neutral
14749,caring
14750,sadness
14751,approval
14752,approval
14753,approval
14754,neutral
14755,fear
14756,neutral
14757,approval
14758,neutral
14759,neutral
14760,admiration
14761,curiosity
14762,admiration
14763,neutral
14764,curiosity
14765,neutral
14766,caring
14767,neutral
14768,neutral
14769,neutral
14770,neutral
14771,approval
14772,curiosity
14773,realization
14774,realization
14775,neutral
14776,neutral
14777,neutral
14778,neutral
14779,optimism
14780,curiosity
14781,excitement
14782,neutral
14783,neutral
14784,neutral
14785,neutral
14786,neutral
14787,approval
14788,realization
14789,anger
14790,surprise
14791,neutral
14792,optimism
14793,neutral
14794,neutral
14795,surprise
14796,admiration
14797,annoyance
14798,annoyance
14799,approval
14800,neutral
14801,neutral
14802,approval
14803,curiosity
14804,admiration
14805,neutral
14806,disapproval
14807,curiosity
14808,neutral
14809,admiration
14810,love
14811,approval
14812,approval
14813,approval
14814,surprise
14815,curiosity
14816,amusement
14817,neutral
14818,neutral
14819,approval
14820,neutral
14821,neutral
14822,neutral
14823,approval
14824,approval
14825,approval
14826,curiosity
14827,neutral
14828,approval
14829,neutral
14830,neutral
14831,neutral
14832,neutral
14833,neutral
14834,neutral
14835,confusion
14836,neutral
14837,disapproval
14838,neutral
14839,excitement
14840,neutral
14841,realization
14842,neutral
14843,surprise
14844,curiosity
14845,approval
14846,caring
14847,realization
14848,realization
14849,neutral
14850,neutral
14851,neutral
14852,excitement
14853,neutral
14854,approval
14855,neutral
14856,caring
14857,neutral
14858,neutral
14859,neutral
14860,neutral
14861,caring
14862,neutral
14863,admiration
14864,realization
14865,joy
14866,surprise
14867,desire
14868,disapproval
14869,optimism
14870,gratitude
14871,curiosity
14872,excitement
14873,neutral
14874,admiration
14875,neutral
14876,neutral
14877,approval
14878,neutral
14879,caring
14880,optimism
14881,neutral
14882,approval
14883,admiration
14884,admiration
14885,optimism
14886,neutral
14887,approval
14888,neutral
14889,neutral
14890,neutral
14891,neutral
14892,confusion
14893,disappointment
14894,neutral
14895,optimism
14896,admiration
14897,joy
14898,admiration
14899,neutral
14900,neutral
14901,curiosity
14902,neutral
14903,neutral
14904,caring
14905,confusion
14906,neutral
14907,disapproval
14908,optimism
14909,approval
14910,gratitude
14911,joy
14912,admiration
14913,realization
14914,neutral
14915,neutral
14916,desire
14917,neutral
14918,neutral
14919,neutral
14920,neutral
14921,neutral
14922,realization
14923,neutral
14924,approval
14925,confusion
14926,caring
14927,approval
14928,curiosity
14929,admiration
14930,desire
14931,curiosity
14932,curiosity
14933,neutral
14934,neutral
14935,neutral
14936,curiosity
14937,admiration
14938,neutral
14939,curiosity
14940,neutral
14941,neutral
14942,approval
14943,approval
14944,admiration
14945,neutral
14946,curiosity
14947,approval
14948,neutral
14949,neutral
14950,neutral
14951,neutral
14952,neutral
14953,curiosity
14954,curiosity
14955,admiration
14956,neutral
14957,approval
14958,neutral
14959,curiosity
14960,neutral
14961,neutral
14962,neutral
14963,confusion
14964,realization
14965,approval
14966,neutral
14967,surprise
14968,neutral
14969,neutral
14970,neutral
14971,neutral
14972,neutral
14973,approval
14974,neutral
14975,neutral
14976,neutral
14977,realization
14978,annoyance
14979,approval
14980,surprise
14981,neutral
14982,curiosity
14983,neutral
14984,realization
14985,neutral
14986,confusion
14987,approval
14988,realization
14989,realization
14990,neutral
14991,approval
14992,neutral
14993,approval
14994,disapproval
14995,neutral
14996,excitement
14997,neutral
14998,approval
14999,neutral
15000,neutral
15001,approval
15002,curiosity
15003,neutral
15004,neutral
15005,realization
15006,disapproval
15007,neutral
15008,excitement
15009,neutral
15010,realization
15011,curiosity
15012,curiosity
15013,neutral
15014,curiosity
15015,realization
15016,approval
15017,neutral
15018,approval
15019,approval
15020,neutral
15021,neutral
15022,annoyance
15023,admiration
15024,fear
15025,realization
15026,neutral
15027,neutral
15028,neutral
15029,disapproval
15030,neutral
15031,neutral
15032,disapproval
15033,excitement
15034,approval
15035,curiosity
15036,realization
15037,admiration
15038,caring
15039,confusion
15040,neutral
15041,disapproval
15042,neutral
15043,approval
15044,neutral
15045,optimism
15046,neutral
15047,approval
15048,neutral
15049,neutral
15050,neutral
15051,excitement
15052,neutral
15053,neutral
15054,admiration
15055,fear
15056,neutral
15057,neutral
15058,neutral
15059,curiosity
15060,admiration
15061,admiration
15062,neutral
15063,neutral
15064,neutral
15065,optimism
15066,neutral
15067,curiosity
15068,realization
15069,approval
15070,neutral
15071,neutral
15072,curiosity
15073,approval
15074,realization
15075,admiration
15076,neutral
15077,neutral
15078,neutral
15079,neutral
15080,realization
15081,realization
15082,confusion
15083,relief
15084,neutral
15085,neutral
15086,neutral
15087,realization
15088,curiosity
15089,optimism
15090,approval
15091,neutral
15092,disappointment
15093,neutral
15094,admiration
15095,optimism
15096,excitement
15097,neutral
15098,neutral
15099,neutral
15100,neutral
15101,caring
15102,neutral
15103,surprise
15104,realization
15105,admiration
15106,disapproval
15107,realization
15108,curiosity
15109,confusion
15110,approval
15111,surprise
15112,realization
15113,realization
15114,neutral
15115,neutral
15116,admiration
15117,surprise
15118,neutral
15119,neutral
15120,neutral
15121,neutral
15122,neutral
15123,optimism
15124,approval
15125,gratitude
15126,curiosity
15127,neutral
15128,neutral
15129,neutral
15130,neutral
15131,neutral
15132,curiosity
15133,neutral
15134,neutral
15135,neutral
15136,admiration
15137,curiosity
15138,admiration
15139,neutral
15140,neutral
15141,curiosity
15142,curiosity
15143,desire
15144,neutral
15145,admiration
15146,curiosity
15147,neutral
15148,neutral
15149,neutral
15150,caring
15151,neutral
15152,curiosity
15153,neutral
15154,admiration
15155,neutral
15156,approval
15157,neutral
15158,gratitude
15159,neutral
15160,gratitude
15161,neutral
15162,amusement
15163,realization
15164,realization
15165,excitement
15166,neutral
15167,neutral
15168,neutral
15169,approval
15170,optimism
15171,approval
15172,approval
15173,caring
15174,neutral
15175,fear
15176,neutral
15177,confusion
15178,admiration
15179,confusion
15180,admiration
15181,neutral
15182,neutral
15183,neutral
15184,curiosity
15185,caring
15186,neutral
15187,curiosity
15188,neutral
15189,curiosity
15190,neutral
15191,neutral
15192,neutral
15193,neutral
15194,anger
15195,approval
15196,realization
15197,approval
15198,joy
15199,realization
15200,realization
15201,admiration
15202,neutral
15203,surprise
15204,approval
15205,neutral
15206,realization
15207,desire
15208,neutral
15209,approval
15210,sadness
15211,realization
15212,realization
15213,approval
15214,curiosity
15215,approval
15216,desire
15217,neutral
15218,disapproval
15219,fear
15220,neutral
15221,neutral
15222,neutral
15223,neutral
15224,joy
15225,neutral
15226,neutral
15227,neutral
15228,neutral
15229,neutral
15230,admiration
15231,approval
15232,approval
15233,approval
15234,desire
15235,approval
15236,neutral
15237,neutral
15238,realization
15239,neutral
15240,realization
15241,disapproval
15242,realization
15243,neutral
15244,neutral
15245,approval
15246,desire
15247,excitement
15248,pride
15249,neutral
15250,neutral
15251,admiration
15252,confusion
15253,confusion
15254,surprise
15255,curiosity
15256,neutral
15257,realization
15258,realization
15259,excitement
15260,neutral
15261,neutral
15262,neutral
15263,neutral
15264,neutral
15265,gratitude
15266,neutral
15267,joy
15268,approval
15269,neutral
15270,approval
15271,curiosity
15272,neutral
15273,neutral
15274,disapproval
15275,disapproval
15276,optimism
15277,neutral
15278,approval
15279,admiration
15280,curiosity
15281,excitement
15282,neutral
15283,neutral
15284,admiration
15285,gratitude
15286,neutral
15287,neutral
15288,neutral
15289,confusion
15290,neutral
15291,curiosity
15292,neutral
15293,neutral
15294,excitement
15295,neutral
15296,neutral
15297,curiosity
15298,admiration
15299,neutral
15300,neutral
15301,curiosity
15302,approval
15303,love
15304,confusion
15305,neutral
15306,neutral
15307,neutral
15308,approval
15309,confusion
15310,desire
15311,neutral
15312,optimism
15313,curiosity
15314,gratitude
15315,curiosity
15316,optimism
15317,realization
15318,caring
15319,neutral
15320,joy
15321,neutral
15322,neutral
15323,neutral
15324,neutral
15325,neutral
15326,remorse
15327,admiration
15328,approval
15329,approval
15330,neutral
15331,neutral
15332,neutral
15333,neutral
15334,neutral
15335,neutral
15336,neutral
15337,caring
15338,neutral
15339,approval
15340,neutral
15341,caring
15342,curiosity
15343,amusement
15344,neutral
15345,neutral
15346,surprise
15347,neutral
15348,neutral
15349,disappointment
15350,fear
15351,amusement
15352,realization
15353,confusion
15354,curiosity
15355,neutral
15356,realization
15357,admiration
15358,caring
15359,admiration
15360,confusion
15361,neutral
15362,neutral
15363,curiosity
15364,curiosity
15365,neutral
15366,realization
15367,gratitude
15368,neutral
15369,neutral
15370,neutral
15371,neutral
15372,neutral
15373,neutral
15374,neutral
15375,neutral
15376,neutral
15377,surprise
15378,desire
15379,neutral
15380,fear
15381,optimism
15382,realization
15383,optimism
15384,neutral
15385,excitement
15386,neutral
15387,confusion
15388,neutral
15389,neutral
15390,neutral
15391,neutral
15392,neutral
15393,approval
15394,admiration
15395,neutral
15396,neutral
15397,neutral
15398,surprise
15399,neutral
15400,admiration
15401,realization
15402,approval
15403,optimism
15404,neutral
15405,approval
15406,curiosity
15407,curiosity
15408,realization
15409,neutral
15410,neutral
15411,neutral
15412,neutral
15413,realization
15414,neutral
15415,admiration
15416,nervousness
15417,admiration
15418,neutral
15419,approval
15420,neutral
15421,neutral
15422,admiration
15423,neutral
15424,neutral
15425,excitement
15426,neutral
15427,neutral
15428,approval
15429,desire
15430,neutral
15431,neutral
15432,curiosity
15433,joy
15434,curiosity
15435,admiration
15436,optimism
15437,neutral
15438,annoyance
15439,neutral
15440,neutral
15441,admiration
15442,gratitude
15443,neutral
15444,neutral
15445,confusion
15446,realization
15447,admiration
15448,admiration
15449,neutral
15450,gratitude
15451,approval
15452,approval
15453,annoyance
15454,annoyance
15455,gratitude
15456,approval
15457,neutral
15458,neutral
15459,neutral
15460,admiration
15461,neutral
15462,surprise
15463,caring
15464,realization
15465,optimism
15466,admiration
15467,curiosity
15468,curiosity
15469,neutral
15470,approval
15471,realization
15472,admiration
15473,neutral
15474,neutral
15475,admiration
15476,approval
15477,neutral
15478,admiration
15479,neutral
15480,neutral
15481,realization
15482,confusion
15483,neutral
15484,excitement
15485,realization
15486,realization
15487,admiration
15488,neutral
15489,neutral
15490,neutral
15491,approval
15492,admiration
15493,admiration
15494,neutral
15495,curiosity
15496,admiration
15497,admiration
15498,admiration
15499,optimism
15500,neutral
15501,excitement
15502,neutral
15503,approval
15504,caring
15505,love
15506,approval
15507,realization
15508,neutral
15509,neutral
15510,amusement
15511,realization
15512,neutral
15513,neutral
15514,approval
15515,neutral
15516,fear
15517,neutral
15518,neutral
15519,realization
15520,fear
15521,curiosity
15522,curiosity
15523,neutral
15524,surprise
15525,neutral
15526,gratitude
15527,realization
15528,disapproval
15529,neutral
15530,neutral
15531,realization
15532,neutral
15533,neutral
15534,approval
15535,neutral
15536,neutral
15537,approval
15538,neutral
15539,fear
15540,optimism
15541,admiration
15542,neutral
15543,approval
15544,curiosity
15545,neutral
15546,admiration
15547,neutral
15548,neutral
15549,neutral
15550,curiosity
15551,neutral
15552,neutral
15553,neutral
15554,curiosity
15555,approval
15556,desire
15557,curiosity
15558,neutral
15559,neutral
15560,realization
15561,neutral
15562,disapproval
15563,excitement
15564,realization
15565,love
15566,neutral
15567,admiration
15568,neutral
15569,neutral
15570,admiration
15571,neutral
15572,desire
15573,amusement
15574,caring
15575,admiration
15576,approval
15577,gratitude
15578,realization
15579,neutral
15580,curiosity
15581,neutral
15582,neutral
15583,neutral
15584,love
15585,neutral
15586,neutral
15587,curiosity
15588,excitement
15589,disgust
15590,admiration
15591,amusement
15592,neutral
15593,caring
15594,realization
15595,approval
15596,neutral
15597,desire
15598,realization
15599,approval
15600,approval
15601,curiosity
15602,admiration
15603,amusement
15604,neutral
15605,approval
15606,neutral
15607,joy
15608,neutral
15609,neutral
15610,neutral
15611,gratitude
15612,neutral
15613,curiosity
15614,neutral
15615,neutral
15616,amusement
15617,surprise
15618,love
15619,gratitude
15620,neutral
15621,neutral
15622,admiration
15623,neutral
15624,neutral
15625,neutral
15626,neutral
15627,gratitude
15628,curiosity
15629,neutral
15630,approval
15631,curiosity
15632,admiration
15633,realization
15634,neutral
15635,admiration
15636,curiosity
15637,curiosity
15638,approval
15639,curiosity
15640,realization
15641,neutral
15642,curiosity
15643,curiosity
15644,neutral
15645,approval
15646,disapproval
15647,excitement
15648,curiosity
15649,gratitude
15650,admiration
15651,joy
15652,neutral
15653,approval
15654,approval
15655,curiosity
15656,approval
15657,amusement
15658,neutral
15659,neutral
15660,approval
15661,admiration
15662,realization
15663,neutral
15664,admiration
15665,excitement
15666,realization
15667,approval
15668,excitement
15669,disappointment
15670,neutral
15671,neutral
15672,approval
15673,neutral
15674,caring
15675,neutral
15676,neutral
15677,neutral
15678,approval
15679,neutral
15680,neutral
15681,neutral
15682,neutral
15683,joy
15684,neutral
15685,neutral
15686,neutral
15687,neutral
15688,neutral
15689,neutral
15690,caring
15691,curiosity
15692,disapproval
15693,caring
15694,admiration
15695,amusement
15696,love
15697,admiration
15698,neutral
15699,approval
15700,neutral
15701,surprise
15702,neutral
15703,surprise
15704,disappointment
15705,admiration
15706,curiosity
15707,realization
15708,neutral
15709,neutral
15710,love
15711,neutral
15712,desire
15713,curiosity
15714,curiosity
15715,love
15716,surprise
15717,gratitude
15718,approval
15719,neutral
15720,neutral
15721,approval
15722,neutral
15723,caring
15724,neutral
15725,neutral
15726,sadness
15727,neutral
15728,neutral
15729,approval
15730,neutral
15731,confusion
15732,fear
15733,realization
15734,neutral
15735,neutral
15736,optimism
15737,admiration
15738,surprise
15739,neutral
15740,neutral
15741,curiosity
15742,neutral
15743,neutral
15744,neutral
15745,neutral
15746,approval
15747,neutral
15748,annoyance
15749,excitement
15750,curiosity
15751,amusement
15752,caring
15753,caring
15754,neutral
15755,approval
15756,confusion
15757,admiration
15758,neutral
15759,admiration
15760,neutral
15761,caring
15762,neutral
15763,admiration
15764,neutral
15765,approval
15766,curiosity
15767,desire
15768,realization
15769,approval
15770,realization
15771,approval
15772,approval
15773,neutral
15774,optimism
15775,optimism
15776,neutral
15777,neutral
15778,approval
15779,neutral
15780,curiosity
15781,realization
15782,optimism
15783,curiosity
15784,approval
15785,neutral
15786,neutral
15787,confusion
15788,admiration
15789,realization
15790,neutral
15791,realization
15792,neutral
15793,curiosity
15794,admiration
15795,neutral
15796,approval
15797,neutral
15798,curiosity
15799,approval
15800,excitement
15801,approval
15802,neutral
15803,neutral
15804,caring
15805,neutral
15806,neutral
15807,neutral
15808,neutral
15809,curiosity
15810,caring
15811,caring
15812,admiration
15813,realization
15814,neutral
15815,disapproval
15816,neutral
15817,neutral
15818,admiration
15819,annoyance
15820,neutral
15821,neutral
15822,optimism
15823,neutral
15824,curiosity
15825,neutral
15826,neutral
15827,admiration
15828,neutral
15829,curiosity
15830,neutral
15831,confusion
15832,approval
15833,neutral
15834,curiosity
15835,joy
15836,neutral
15837,neutral
15838,neutral
15839,excitement
15840,neutral
15841,annoyance
15842,curiosity
15843,neutral
15844,neutral
15845,approval
15846,neutral
15847,confusion
15848,approval
15849,neutral
15850,neutral
15851,approval
15852,optimism
15853,neutral
15854,neutral
15855,neutral
15856,disapproval
15857,realization
15858,neutral
15859,realization
15860,surprise
15861,neutral
15862,realization
15863,neutral
15864,curiosity
15865,confusion
15866,neutral
15867,admiration
15868,neutral
15869,realization
15870,neutral
15871,neutral
15872,neutral
15873,neutral
15874,curiosity
15875,neutral
15876,neutral
15877,approval
15878,curiosity
15879,curiosity
15880,neutral
15881,admiration
15882,neutral
15883,neutral
15884,approval
15885,curiosity
15886,curiosity
15887,neutral
15888,neutral
15889,neutral
15890,curiosity
15891,neutral
15892,admiration
15893,curiosity
15894,neutral
15895,neutral
15896,excitement
15897,neutral
15898,gratitude
15899,admiration
15900,neutral
15901,curiosity
15902,neutral
15903,neutral
15904,neutral
15905,neutral
15906,neutral
15907,neutral
15908,neutral
15909,annoyance
15910,neutral
15911,neutral
15912,surprise
15913,optimism
15914,neutral
15915,realization
15916,neutral
15917,curiosity
15918,neutral
15919,neutral
15920,neutral
15921,neutral
15922,admiration
15923,curiosity
15924,curiosity
15925,gratitude
15926,approval
15927,love
15928,love
15929,annoyance
15930,annoyance
15931,optimism
15932,approval
15933,caring
15934,neutral
15935,curiosity
15936,joy
15937,admiration
15938,approval
15939,neutral
15940,realization
15941,amusement
15942,neutral
15943,neutral
15944,neutral
15945,neutral
15946,neutral
15947,neutral
15948,neutral
15949,neutral
15950,curiosity
15951,curiosity
15952,curiosity
15953,realization
15954,curiosity
15955,realization
15956,neutral
